LAMMPS Description

     5184  atoms
     0  bonds
     0  angles
     0  dihedrals
     0  impropers

     2  atom types

  0.0 42.72 xlo xhi
  0.0 42.72 ylo yhi
  0.0 42.72 zlo zhi

Masses

    1 28.0855
    2  15.9994

Atoms # atomic

659 2 2.67 31.15 22.25
660 2 4.45 29.37 25.81
661 2 0.89 32.93 25.81
662 2 4.45 32.93 22.25
663 2 2.67 34.71 25.81
664 2 2.67 29.37 24.03
665 2 4.45 31.15 27.59
666 2 6.23 31.15 25.81
667 2 2.67 32.93 27.59
668 2 0.89 34.71 27.59
669 2 0.89 31.15 24.03
670 2 4.45 34.71 24.03
671 2 6.23 34.71 22.25
672 2 6.23 29.37 27.59
673 1 0.0 28.48 28.48
674 1 0.0 32.04 32.04
675 1 1.78 30.26 30.26
676 1 3.56 28.48 32.04
677 1 1.78 33.82 33.82
678 1 5.34 33.82 30.26
679 1 3.56 32.04 28.48
680 1 5.34 30.26 33.82
681 2 0.89 29.37 29.37
682 2 6.23 32.93 31.15
683 2 2.67 31.15 29.37
684 2 4.45 29.37 32.93
685 2 0.89 32.93 32.93
686 2 4.45 32.93 29.37
687 2 2.67 34.71 32.93
688 2 2.67 29.37 31.15
689 2 4.45 31.15 34.71
690 2 6.23 31.15 32.93
691 2 2.67 32.93 34.71
692 2 0.89 34.71 34.71
693 2 0.89 31.15 31.15
694 2 4.45 34.71 31.15
695 2 6.23 34.71 29.37
696 2 6.23 29.37 34.71
697 1 0.0 28.48 35.6
698 1 0.0 32.04 39.16
699 1 1.78 30.26 37.38
700 1 3.56 28.48 39.16
701 1 1.78 33.82 40.94
702 1 5.34 33.82 37.38
703 1 3.56 32.04 35.6
704 1 5.34 30.26 40.94
705 2 0.89 29.37 36.49
706 2 6.23 32.93 38.27
707 2 2.67 31.15 36.49
708 2 4.45 29.37 40.05
709 2 0.89 32.93 40.05
710 2 4.45 32.93 36.49
711 2 2.67 34.71 40.05
712 2 2.67 29.37 38.27
713 2 4.45 31.15 41.83
714 2 6.23 31.15 40.05
715 2 2.67 32.93 41.83
716 2 0.89 34.71 41.83
717 2 0.89 31.15 38.27
718 2 4.45 34.71 38.27
719 2 6.23 34.71 36.49
720 2 6.23 29.37 41.83
721 1 0.0 35.6 0.0
